Index,Class
2997,0
2998,15
2999,12
3000,8
3001,10
3002,2
3003,4
3004,6
3005,10
3006,10
3007,9
3008,10
3009,3
3010,7
3011,10
3012,10
3013,18
3014,4
3015,5
3016,6
3017,12
3018,18
3019,8
3020,10
3021,4
3022,8
3023,10
3024,11
3025,5
3026,13
3027,2
3028,14
3029,13
3030,10
3031,9
3032,5
3033,13
3034,7
3035,11
3036,15
3037,16
3038,6
3039,14
3040,10
3041,2
3042,11
3043,10
3044,10
3045,9
3046,10
3047,4
3048,3
3049,8
3050,7
3051,2
3052,17
3053,14
3054,8
3055,5
3056,5
3057,13
3058,6
3059,9
3060,12
3061,15
3062,13
3063,6
3064,15
3065,8
3066,9
3067,6
3068,13
3069,11
3070,6
3071,15
3072,1
3073,17
3074,4
3075,3
3076,6
3077,5
3078,15
3079,2
3080,10
3081,9
3082,3
3083,6
3084,15
3085,10
3086,18
3087,9
3088,9
3089,11
3090,12
3091,2
3092,15
3093,9
3094,14
3095,3
3096,5
3097,3
3098,8
3099,18
3100,1
3101,8
3102,11
3103,8
3104,11
3105,9
3106,16
3107,8
3108,6
3109,8
3110,0
3111,10
3112,16
3113,9
3114,13
3115,9
3116,6
3117,10
3118,14
3119,9
3120,1
3121,8
3122,8
3123,10
3124,6
3125,9
3126,5
3127,8
3128,7
3129,15
3130,10
3131,12
3132,17
3133,10
3134,7
3135,6
3136,7
3137,1
3138,16
3139,4
3140,11
3141,10
3142,9
3143,11
3144,12
3145,10
3146,6
3147,10
3148,10
3149,15
3150,3
3151,3
3152,12
3153,8
3154,9
3155,13
3156,11
3157,16
3158,3
3159,10
3160,9
3161,11
3162,10
3163,10
3164,7
3165,3
3166,11
3167,9
3168,4
3169,13
3170,12
3171,13
3172,10
3173,3
3174,8
3175,3
3176,12
3177,7
3178,8
3179,12
3180,9
3181,12
3182,11
3183,13
3184,10
3185,5
3186,10
3187,8
3188,16
3189,14
3190,14
3191,11
3192,13
3193,10
3194,3
3195,3
3196,4
3197,7
3198,9
3199,1
3200,16
3201,5
3202,11
3203,11
3204,3
3205,1
3206,8
3207,8
3208,11
3209,10
3210,10
3211,12
3212,11
3213,7
3214,12
3215,16
3216,14
3217,7
3218,6
3219,6
3220,10
3221,7
3222,5
3223,8
3224,17
3225,7
3226,0
3227,10
3228,3
3229,10
3230,18
3231,8
3232,3
3233,6
3234,12
3235,6
3236,12
3237,10
3238,11
3239,14
3240,9
3241,13
3242,16
3243,12
3244,10
3245,8
3246,10
3247,12
3248,9
3249,1
3250,8
3251,10
3252,4
3253,11
3254,8
3255,10
3256,5
3257,10
3258,9
3259,13
3260,10
3261,9
3262,6
3263,15
3264,16
3265,7
3266,17
3267,1
3268,4
3269,8
3270,9
3271,12
3272,4
3273,4
3274,3
3275,8
3276,8
3277,8
3278,6
3279,11
3280,14
3281,3
3282,8
3283,5
3284,5
3285,8
3286,2
3287,12
3288,8
3289,5
3290,10
3291,7
3292,16
3293,12
3294,10
3295,15
3296,13
3297,12
3298,14
3299,11
3300,2
3301,2
3302,4
3303,14
3304,8
3305,15
3306,13
3307,9
3308,10
3309,13
3310,15
3311,9
3312,1
3313,2
3314,3
3315,2
3316,2
3317,4
3318,17
3319,10
3320,7
3321,3
3322,13
3323,10
3324,7
3325,2
3326,16
3327,8
3328,9
3329,0
3330,10
3331,9
3332,6
3333,16
3334,15
3335,13
3336,10
3337,10
3338,5
3339,6
3340,6
3341,18
3342,9
3343,5
3344,15
3345,12
3346,16
3347,8
3348,9
3349,13
3350,15
3351,4
3352,8
3353,9
3354,9
3355,0
3356,15
3357,10
3358,11
3359,1
3360,16
3361,7
3362,12
3363,6
3364,10
3365,12
3366,2
3367,8
3368,11
3369,10
3370,9
3371,0
3372,9
3373,10
3374,7
3375,6
3376,7
3377,10
3378,16
3379,3
3380,4
3381,12
3382,9
3383,10
3384,13
3385,16
3386,16
3387,12
3388,5
3389,14
3390,1
3391,7
3392,6
3393,10
3394,15
3395,12
3396,6
3397,13
3398,1
3399,4
3400,2
3401,1
3402,15
3403,11
3404,16
3405,7
3406,8
3407,7
3408,5
3409,10
3410,9
3411,10
3412,3
3413,16
3414,11
3415,6
3416,9
3417,14
3418,15
3419,11
3420,6
3421,10
3422,13
3423,17
3424,13
3425,10
3426,12
3427,5
3428,4
3429,12
3430,11
3431,16
3432,14
3433,9
3434,10
3435,5
3436,5
3437,10
3438,13
3439,8
3440,4
3441,12
3442,16
3443,11
3444,9
3445,6
3446,6
3447,7
3448,13
3449,7
3450,7
3451,8
3452,16
3453,16
3454,13
3455,13
3456,17
3457,13
3458,13
3459,8
3460,3
3461,1
3462,7
3463,10
3464,9
3465,16
3466,10
3467,10
3468,9
3469,14
3470,4
3471,10
3472,1
3473,10
3474,9
3475,12
3476,3
3477,12
3478,12
3479,1
3480,5
3481,1
3482,9
3483,11
3484,9
3485,0
3486,10
3487,10
3488,10
3489,17
3490,16
3491,9
3492,5
3493,12
3494,12
3495,0
3496,10
3497,4
3498,8
3499,17
3500,6
3501,8
3502,10
3503,12
3504,6
3505,3
3506,8
3507,9
3508,9
3509,6
3510,10
3511,12
3512,12
3513,6
3514,12
3515,13
3516,11
3517,16
3518,2
3519,10
3520,11
3521,2
3522,12
3523,11
3524,13
3525,14
3526,2
3527,9
3528,6
3529,12
3530,11
3531,12
3532,11
3533,9
3534,10
3535,5
3536,10
3537,9
3538,10
3539,14
3540,9
3541,10
3542,10
3543,10
3544,16
3545,10
3546,0
3547,6
3548,7
3549,10
3550,8
3551,12
3552,12
3553,10
3554,8
3555,14
3556,14
3557,9
3558,9
3559,6
3560,3
3561,12
3562,2
3563,8
3564,15
3565,11
3566,9
3567,10
3568,13
3569,11
3570,16
3571,10
3572,7
3573,15
3574,7
3575,13
3576,17
3577,4
3578,10
3579,8
3580,15
3581,9
3582,3
3583,14
3584,12
3585,6
3586,3
3587,12
3588,6
3589,13
3590,16
3591,9
3592,9
3593,12
3594,5
3595,10
3596,10
3597,12
3598,6
3599,5
3600,13
3601,2
3602,12
3603,15
3604,16
3605,16
3606,4
3607,7
3608,4
3609,6
3610,12
3611,10
3612,2
3613,7
3614,3
3615,5
3616,6
3617,15
3618,2
3619,12
3620,10
3621,8
3622,11
3623,11
3624,12
3625,13
3626,16
3627,10
3628,12
3629,1
3630,10
3631,13
3632,10
3633,16
3634,7
3635,8
3636,15
3637,10
3638,0
3639,5
3640,10
3641,17
3642,11
3643,10
3644,6
3645,7
3646,9
3647,1
3648,13
3649,16
3650,10
3651,10
3652,8
3653,6
3654,1
3655,6
3656,10
3657,14
3658,3
3659,8
3660,7
3661,13
3662,14
3663,10
3664,9
3665,16
3666,10
3667,10
3668,2
3669,5
3670,3
3671,4
3672,3
3673,10
3674,11
3675,14
3676,2
3677,3
3678,8
3679,13
3680,14
3681,10
3682,4
3683,12
3684,13
3685,8
3686,4
3687,3
3688,12
3689,9
3690,17
3691,10
3692,8
3693,8
3694,11
3695,12
3696,13
3697,16
3698,10
3699,7
3700,9
3701,5
3702,6
3703,9
3704,11
3705,3
3706,9
3707,16
3708,16
3709,9
3710,10
3711,7
3712,13
3713,8
3714,9
3715,7
3716,5
3717,7
3718,3
3719,4
3720,4
3721,3
3722,1
3723,13
3724,13
3725,11
3726,5
3727,8
3728,8
3729,9
3730,11
3731,10
3732,15
3733,11
3734,8
3735,12
3736,11
3737,16
3738,8
3739,12
3740,3
3741,0
3742,5
3743,7
3744,10
3745,10
3746,1
3747,8
3748,7
3749,12
3750,12
3751,7
3752,9
3753,11
3754,8
3755,12
3756,13
3757,13
3758,12
3759,5
3760,5
3761,10
3762,8
3763,10
3764,2
3765,6
3766,16
3767,1
3768,15
3769,3
3770,10
3771,7
3772,12
3773,2
3774,16
3775,1
3776,13
3777,4
3778,12
3779,3
3780,9
3781,10
3782,8
3783,16
3784,16
3785,16
3786,13
3787,12
3788,4
3789,11
3790,17
3791,10
3792,9
3793,12
3794,1
3795,9
3796,10
3797,3
3798,1
3799,14
3800,7
3801,0
3802,13
3803,11
3804,1
3805,1
3806,2
3807,6
3808,1
3809,7
3810,9
3811,14
3812,15
3813,5
3814,15
3815,5
3816,9
3817,12
3818,10
3819,10
3820,1
3821,13
3822,18
3823,13
3824,13
3825,16
3826,5
3827,11
3828,17
3829,10
3830,4
3831,8
3832,3
3833,11
3834,4
3835,9
3836,11
3837,10
3838,7
3839,10
3840,8
3841,3
3842,14
3843,8
3844,15
3845,10
3846,17
3847,8
3848,1
3849,9
3850,3
3851,13
3852,13
3853,8
3854,7
3855,1
3856,13
3857,14
3858,14
3859,11
3860,13
3861,6
3862,7
3863,14
3864,2
3865,10
3866,4
3867,6
3868,13
3869,12
3870,13
3871,13
3872,10
3873,2
3874,3
3875,9
3876,18
3877,15
3878,3
3879,5
3880,13
3881,7
3882,16
3883,12
3884,5
3885,8
3886,11
3887,11
3888,16
3889,14
3890,9
3891,4
3892,14
3893,10
3894,6
3895,13
3896,2
3897,9
3898,11
3899,10
3900,13
3901,10
3902,12
3903,12
3904,9
3905,11
3906,12
3907,9
3908,10
3909,6
3910,17
3911,11
3912,11
3913,1
3914,16
3915,18
3916,17
3917,2
3918,17
3919,11
3920,8
3921,12
3922,5
3923,12
3924,5
3925,6
3926,8
3927,14
3928,11
3929,13
3930,11
3931,12
3932,16
3933,5
3934,1
3935,14
3936,11
3937,11
3938,9
3939,10
3940,11
3941,11
3942,13
3943,10
3944,3
3945,5
3946,13
3947,16
3948,12
3949,5
3950,17
3951,9
3952,12
3953,9
3954,10
3955,13
3956,5
3957,10
3958,13
3959,5
3960,4
3961,12
3962,2
3963,11
3964,12
3965,10
3966,5
3967,16
3968,8
3969,0
3970,7
3971,12
3972,4
3973,9
3974,13
3975,10
3976,15
3977,12
3978,1
3979,3
3980,10
3981,2
3982,9
3983,16
3984,10
3985,8
3986,0
3987,15
3988,16
3989,3
3990,12
3991,11
3992,9
3993,6
3994,9
3995,8
3996,8
3997,16
3998,18
3999,10
4000,8
4001,10
4002,2
4003,1
4004,3
4005,5
4006,3
4007,6
4008,8
4009,4
4010,12
4011,5
4012,10
4013,9
4014,10
4015,12
4016,11
4017,13
4018,15
4019,4
4020,9
4021,10
4022,11
4023,7
4024,15
4025,9
4026,4
4027,9
4028,13
4029,6
4030,4
4031,16
4032,4
4033,8
4034,13
4035,15
4036,2
4037,9
4038,12
4039,9
4040,10
4041,9
4042,10
4043,11
4044,4
4045,10
4046,13
4047,9
4048,13
4049,10
4050,11
4051,13
4052,11
4053,11
4054,7
4055,7
4056,13
4057,9
4058,9
4059,8
4060,2
4061,9
4062,12
4063,4
4064,15
4065,15
4066,13
4067,16
4068,9
4069,8
4070,6
4071,6
4072,6
4073,12
4074,11
4075,15
4076,10
4077,10
4078,6
4079,6
4080,8
4081,12
4082,13
4083,13
4084,5
4085,6
4086,8
4087,9
4088,16
4089,5
4090,16
4091,7
4092,13
4093,3
4094,12
4095,17
4096,4
4097,10
4098,13
4099,3
4100,15
4101,16
4102,2
4103,8
4104,18
4105,8
4106,5
4107,12
4108,2
4109,9
4110,4
4111,11
4112,3
4113,6
4114,8
4115,3
4116,5
4117,10
4118,4
4119,7
4120,9
4121,9
4122,5
4123,10
4124,10
4125,6
4126,6
4127,9
4128,10
4129,14
4130,4
4131,3
4132,10
4133,8
4134,2
4135,16
4136,12
4137,3
4138,14
4139,16
4140,12
4141,0
4142,9
4143,12
4144,14
4145,9
4146,4
4147,13
4148,7
4149,5
4150,12
4151,7
4152,10
4153,9
4154,7
4155,2
4156,4
4157,12
4158,1
4159,9
4160,2
4161,6
4162,10
4163,13
4164,16
4165,3
4166,15
4167,12
4168,10
4169,7
4170,10
4171,9
4172,2
4173,7
4174,9
4175,8
4176,17
4177,1
4178,8
4179,18
4180,13
4181,5
4182,11
4183,7
4184,8
4185,11
4186,10
4187,10
4188,16
4189,1
4190,3
4191,10
4192,12
4193,2
4194,6
4195,6
4196,8
4197,0
4198,16
4199,12
4200,3
4201,3
4202,9
4203,8
4204,12
4205,11
4206,2
4207,10
4208,8
4209,4
4210,12
4211,11
4212,9
4213,9
4214,5
4215,10
4216,13
4217,17
4218,8
4219,10
4220,3
4221,12
4222,11
4223,13
4224,3
4225,10
4226,5
4227,9
4228,13
4229,6
4230,3
4231,12
4232,3
4233,9
4234,9
4235,16
4236,13
4237,11
4238,6
4239,6
4240,8
4241,8
4242,13
4243,7
4244,9
4245,9
4246,13
4247,4
4248,10
4249,8
4250,15
4251,0
4252,8
4253,10
4254,14
4255,13
4256,9
4257,10
4258,12
4259,9
4260,5
4261,9
4262,13
4263,7
4264,12
4265,11
4266,9
4267,8
4268,3
4269,7
4270,9
4271,7
4272,5
4273,0
4274,13
4275,9
4276,9
4277,5
4278,14
4279,2
4280,8
4281,9
4282,15
4283,13
4284,16
4285,7
4286,16
4287,5
4288,3
4289,9
4290,10
4291,11
4292,17
4293,15
4294,11
4295,9
4296,8
4297,7
4298,13
4299,13
4300,3
4301,12
4302,13
4303,18
4304,7
4305,9
4306,6
4307,10
4308,11
4309,8
4310,10
4311,12
4312,8
4313,8
4314,13
4315,7
4316,1
4317,13
4318,3
4319,8
4320,6
4321,9
4322,12
4323,6
4324,10
4325,8
4326,14
4327,18
4328,9
4329,13
4330,10
4331,14
4332,7
4333,16
4334,4
4335,2
4336,16
4337,4
4338,7
4339,10
4340,16
4341,6
4342,10
4343,16
4344,5
4345,10
4346,9
4347,12
4348,0
4349,5
4350,15
4351,13
4352,3
4353,11
4354,9
4355,10
4356,6
4357,9
4358,8
4359,13
4360,7
4361,15
4362,9
4363,11
4364,10
4365,7
4366,3
4367,13
4368,10
4369,8
4370,6
4371,14
4372,9
4373,0
4374,7
4375,8
4376,7
4377,8
4378,7
4379,15
4380,10
4381,2
4382,13
4383,11
4384,11
4385,0
4386,16
4387,6
4388,9
4389,9
4390,7
4391,4
4392,3
4393,3
4394,2
4395,9
4396,4
4397,3
4398,8
4399,6
4400,5
4401,11
4402,3
4403,2
4404,11
4405,13
4406,13
4407,14
4408,9
4409,9
4410,6
4411,8
4412,3
4413,2
4414,5
4415,8
4416,13
4417,3
4418,11
4419,8
4420,10
4421,10
4422,15
4423,3
4424,7
4425,7
4426,12
4427,9
4428,6
4429,7
4430,13
4431,9
4432,10
4433,13
4434,11
4435,1
4436,10
4437,0
4438,12
4439,7
4440,4
4441,1
4442,10
4443,8
4444,13
4445,13
4446,8
4447,12
4448,9
4449,9
4450,15
4451,7
4452,16
4453,14
4454,10
4455,3
4456,7
4457,14
4458,16
4459,15
4460,5
4461,3
4462,10
4463,13
4464,14
4465,4
4466,9
4467,2
4468,5
4469,10
4470,8
4471,11
4472,3
4473,9
4474,7
4475,3
4476,16
4477,14
4478,9
4479,6
4480,10
4481,2
4482,3
4483,5
4484,10
4485,3
4486,8
4487,12
4488,1
4489,6
4490,11
4491,13
4492,9
4493,9
4494,15
4495,13
4496,5
4497,4
4498,8
4499,8
4500,10
4501,2
4502,13
4503,9
4504,4
4505,11
4506,8
4507,10
4508,10
4509,0
4510,10
4511,4
4512,14
4513,13
4514,6
4515,10
4516,6
4517,11
4518,4
4519,9
4520,7
4521,8
4522,5
4523,9
4524,15
4525,10
4526,13
4527,15
4528,6
4529,9
4530,10
4531,14
4532,12
4533,6
4534,11
4535,6
4536,8
4537,9
4538,6
4539,8
4540,3
4541,17
4542,3
4543,15
4544,13
4545,12
4546,9
4547,12
4548,9
4549,3
4550,15
4551,3
4552,0
4553,2
4554,5
4555,18
4556,8
4557,8
4558,9
4559,3
4560,15
4561,9
4562,8
4563,14
4564,1
4565,12
4566,6
4567,9
4568,4
4569,2
4570,12
4571,6
4572,9
4573,5
4574,12
4575,10
4576,7
4577,9
4578,10
4579,16
4580,15
4581,6
4582,16
4583,8
4584,5
4585,13
4586,2
4587,8
4588,7
4589,15
4590,14
4591,10
4592,11
4593,7
4594,13
4595,3
4596,0
4597,16
4598,17
4599,7
4600,10
4601,7
4602,6
4603,12
4604,7
4605,17
4606,10
4607,8
4608,12
4609,12
4610,9
4611,11
4612,10
4613,3
4614,7
4615,8
4616,6
4617,10
4618,14
4619,4
4620,11
4621,6
4622,13
4623,13
4624,13
4625,8
4626,9
4627,5
4628,5
4629,11
4630,11
4631,10
4632,15
4633,11
4634,8
4635,2
4636,6
4637,8
4638,10
4639,8
4640,7
4641,9
4642,3
4643,10
4644,5
4645,5
4646,10
4647,10
4648,12
4649,11
4650,2
4651,14
4652,13
4653,16
4654,1
4655,2
4656,13
4657,13
4658,8
4659,5
4660,14
4661,12
4662,15
4663,11
4664,2
4665,2
4666,14
4667,11
4668,4
4669,11
4670,6
4671,13
4672,4
4673,10
4674,9
4675,12
4676,12
4677,5
4678,11
4679,3
4680,7
4681,6
4682,9
4683,12
4684,13
4685,13
4686,2
4687,4
4688,4
4689,8
4690,6
4691,13
4692,8
4693,9
4694,3
4695,4
4696,5
4697,6
4698,7
4699,13
4700,10
4701,16
4702,3
4703,12
4704,13
4705,3
4706,9
4707,14
4708,9
4709,12
4710,12
4711,16
4712,2
4713,10
4714,5
4715,10
4716,8
4717,8
4718,5
4719,11
4720,12
4721,13
4722,16
4723,9
4724,14
4725,10
4726,9
4727,12
4728,10
4729,3
4730,5
4731,17
4732,10
4733,5
4734,12
4735,6
4736,4
4737,5
4738,2
4739,8
4740,10
4741,4
4742,9
4743,2
4744,10
4745,5
4746,16
4747,10
4748,10
4749,7
4750,7
4751,10
4752,0
4753,8
4754,2
4755,3
4756,0
4757,9
4758,8
4759,16
4760,6
4761,1
4762,13
4763,4
4764,10
4765,15
4766,14
4767,13
4768,8
4769,8
4770,10
4771,10
4772,1
4773,10
4774,3
4775,14
4776,8
4777,14
4778,10
4779,13
4780,3
4781,2
4782,12
4783,3
4784,7
4785,10
4786,15
4787,7
4788,10
4789,10
4790,13
4791,10
4792,13
4793,10
4794,11
4795,15
4796,9
4797,9
4798,11
4799,6
4800,11
4801,6
4802,17
4803,8
4804,17
4805,14
4806,11
4807,6
4808,10
4809,10
4810,16
4811,3
4812,9
4813,4
4814,12
4815,9
4816,1
4817,13
4818,12
4819,12
4820,14
4821,14
4822,18
4823,4
4824,11
4825,9
4826,16
4827,16
4828,7
4829,12
4830,13
4831,12
4832,14
4833,12
4834,6
4835,12
4836,13
4837,7
4838,6
4839,7
4840,11
4841,13
4842,10
4843,7
4844,16
4845,7
4846,10
4847,2
4848,11
4849,9
4850,6
4851,10
4852,6
4853,11
4854,13
4855,17
4856,9
4857,3
4858,2
4859,10
4860,3
4861,15
4862,6
4863,10
4864,15
4865,10
4866,3
4867,1
4868,11
4869,10
4870,7
4871,7
4872,10
4873,6
4874,10
4875,7
4876,9
4877,1
4878,13
4879,13
4880,1
4881,1
4882,13
4883,8
4884,3
4885,16
4886,16
4887,4
4888,9
4889,9
4890,6
4891,1
4892,7
4893,13
4894,10
4895,13
4896,5
4897,9
4898,15
4899,7
4900,9
4901,13
4902,5
4903,6
4904,16
4905,15
4906,9
4907,10
4908,9
4909,12
4910,10
4911,1
4912,14
4913,13
4914,9
4915,0
4916,14
4917,9
4918,5
4919,12
4920,10
4921,6
4922,4
4923,1
4924,8
4925,2
4926,3
4927,10
4928,10
4929,16
4930,9
4931,8
4932,8
4933,7
4934,4
4935,10
4936,0
4937,8
4938,10
4939,9
4940,10
4941,10
4942,9
4943,16
4944,10
4945,9
4946,8
4947,2
4948,6
4949,10
4950,6
4951,13
4952,10
4953,10
4954,17
4955,7
4956,14
4957,13
4958,2
4959,13
4960,15
4961,9
4962,5
4963,6
4964,12
4965,5
4966,16
4967,6
4968,11
4969,7
4970,7
4971,6
4972,10
4973,6
4974,11
4975,9
4976,9
4977,10
4978,13
4979,10
4980,14
4981,10
4982,12
4983,4
4984,6
4985,10
4986,10
4987,8
4988,16
4989,14
4990,18
4991,15
4992,10
4993,7
4994,10
4995,2
4996,0
4997,16
4998,1
4999,9
5000,10
5001,11
5002,9
5003,4
5004,7
5005,15
5006,14
5007,12
5008,16
5009,9
5010,5
5011,14
5012,7
5013,11
5014,5
5015,8
5016,12
5017,1
5018,9
5019,5
5020,0
5021,7
5022,3
5023,15
5024,5
5025,16
5026,18
5027,1
5028,8
5029,6
5030,14
5031,16
5032,10
5033,6
5034,7
5035,2
5036,13
5037,3
5038,3
5039,16
5040,9
5041,10
5042,10
5043,8
5044,13
5045,6
5046,14
5047,0
5048,6
5049,3
5050,5
5051,10
5052,10
5053,3
5054,2
5055,11
5056,2
5057,4
5058,7
5059,0
5060,14
5061,18
5062,9
5063,5
5064,11
5065,6
5066,8
5067,13
5068,7
5069,8
5070,9
5071,14
5072,6
5073,0
5074,5
5075,10
5076,8
5077,1
5078,6
5079,16
5080,10
5081,2
5082,8
5083,10
5084,16
5085,1
5086,15
5087,15
5088,10
5089,11
5090,10
5091,15
5092,16
5093,9
5094,10
5095,17
5096,1
5097,13
5098,12
5099,6
5100,13
5101,10
5102,4
5103,4
5104,8
5105,5
5106,9
5107,13
5108,11
5109,7
5110,12
5111,12
5112,13
5113,10
5114,12
5115,8
5116,10
5117,2
5118,15
5119,13
5120,10
5121,6
5122,12
5123,0
5124,2
5125,0
5126,10
5127,8
5128,12
5129,9
5130,14
5131,9
5132,2
5133,6
5134,12
5135,12
5136,6
5137,7
5138,9
5139,2
5140,8
5141,12
5142,11
5143,15
5144,9
5145,9
5146,3
5147,5
5148,12
5149,11
5150,13
5151,11
5152,6
5153,12
5154,11
5155,6
5156,14
5157,14
5158,4
5159,12
5160,6
5161,16
5162,16
5163,6
5164,13
5165,14
5166,9
5167,11
5168,13
5169,10
5170,3
5171,10
5172,12
5173,13
5174,12
5175,8
5176,13
5177,7
5178,6
5179,10
5180,10
5181,4
5182,3
5183,6
5184,2
5185,9
5186,9
5187,12
5188,11
5189,2
5190,1
5191,9
5192,3
5193,13
5194,13
5195,11
5196,6
5197,4
5198,10
5199,10
5200,10
5201,10
5202,7
5203,9
5204,14
5205,3
5206,13
5207,12
5208,11
5209,10
5210,15
5211,6
5212,8
5213,11
5214,9
5215,10
5216,13
5217,18
5218,8
5219,6
5220,8
5221,2
5222,8
5223,10
5224,8
5225,10
5226,9
5227,13
5228,9
5229,8
5230,15
5231,6
5232,3
5233,17
5234,16
5235,12
5236,8
5237,4
5238,16
5239,2
5240,3
5241,9
5242,13
5243,10
5244,9
5245,10
5246,12
5247,16
5248,13
5249,10
5250,3
5251,13
5252,10
5253,11
5254,8
5255,8
5256,8
5257,15
5258,15
5259,8
5260,8
5261,13
5262,16
5263,5
5264,11
5265,5
5266,6
5267,13
5268,2
5269,2
5270,7
5271,8
5272,7
5273,16
5274,2
5275,10
5276,10
5277,16
5278,7
5279,6
5280,8
5281,1
5282,8
5283,4
5284,7
5285,8
5286,11
5287,11
5288,9
5289,17
5290,8
5291,4
5292,10
5293,4
5294,11
5295,3
5296,11
5297,16
5298,5
5299,16
5300,16
5301,2
5302,6
5303,5
5304,17
5305,13
5306,12
5307,15
5308,6
5309,8
5310,13
5311,1
5312,3
5313,9
5314,6
5315,12
5316,3
5317,1
5318,11
5319,10
5320,10
5321,10
5322,2
5323,16
5324,6
5325,12
5326,14
5327,4
5328,13
5329,5
5330,5
5331,16
5332,9
5333,10
5334,9
5335,10
5336,12
5337,6
5338,13
5339,18
5340,9
5341,0
5342,4
5343,5
5344,11
5345,9
5346,9
5347,8
5348,12
5349,8
5350,10
5351,5
5352,4
5353,15
5354,13
5355,9
5356,6
5357,10
5358,8
5359,11
5360,13
5361,18
5362,14
5363,13
5364,13
5365,13
5366,9
5367,16
5368,5
5369,12
5370,11
5371,3
5372,10
5373,10
5374,12
5375,10
5376,2
5377,12
5378,13
5379,3
5380,10
5381,7
5382,16
5383,15
5384,8
5385,10
5386,6
5387,11
5388,12
5389,11
5390,10
5391,9
5392,11
5393,6
5394,9
5395,10
5396,4
5397,8
5398,8
5399,9
5400,10
5401,5
5402,13
5403,11
5404,6
5405,14
5406,8
5407,11
5408,9
5409,10
5410,7
5411,15
5412,13
5413,9
5414,10
5415,4
5416,10
5417,13
5418,16
5419,1
5420,10
5421,17
5422,7
5423,11
5424,7
5425,14
5426,10
5427,10
5428,1
5429,2
5430,3
5431,4
5432,3
5433,9
5434,9
5435,11
5436,6
5437,9
5438,9
5439,12
5440,9
5441,8
5442,8
5443,13
5444,2
5445,5
5446,2
5447,15
5448,7
5449,9
5450,11
5451,10
5452,11
5453,10
5454,3
5455,10
5456,15
5457,10
5458,1
5459,1
5460,10
5461,10
5462,10
5463,14
5464,9
5465,8
5466,10
5467,11
5468,5
5469,12
5470,8
5471,6
5472,12
5473,7
5474,9
5475,10
5476,8
5477,1
5478,16
5479,7
5480,10
5481,6
5482,16
5483,3
5484,1
5485,6
5486,12
5487,10
5488,10
5489,5
5490,10
5491,15
5492,10
5493,11
5494,14
5495,9
5496,2
5497,10
5498,4
5499,10
5500,3
5501,9
5502,9
5503,8
5504,8
5505,12
5506,3
5507,7
5508,10
5509,11
5510,15
5511,6
5512,2
5513,14
5514,10
5515,4
5516,10
5517,11
5518,1
5519,12
5520,6
5521,4
5522,7
5523,11
5524,9
5525,13
5526,10
5527,16
5528,8
5529,12
5530,16
5531,6
5532,12
5533,7
5534,12
5535,12
5536,3
5537,8
5538,4
5539,10
5540,5
5541,15
5542,3
5543,14
5544,9
5545,10
5546,9
5547,8
5548,8
5549,7
5550,11
5551,1
5552,2
5553,14
5554,13
5555,4
5556,10
5557,9
5558,4
5559,8
5560,7
5561,9
5562,5
5563,15
5564,11
5565,8
5566,9
5567,10
5568,6
5569,13
5570,5
5571,2
5572,7
5573,12
5574,10
5575,9
5576,9
5577,13
5578,6
5579,10
5580,9
5581,11
5582,10
5583,6
5584,6
5585,11
5586,3
5587,10
5588,12
5589,9
5590,10
5591,9
5592,10
5593,4
5594,3
5595,18
5596,10
5597,11
5598,16
5599,5
5600,6
5601,14
5602,7
5603,15
5604,9
5605,4
5606,15
5607,7
5608,5
5609,18
5610,8
5611,12
5612,6
5613,10
5614,10
5615,6
5616,9
5617,16
5618,5
5619,8
5620,9
5621,2
5622,10
5623,9
5624,7
5625,5
5626,3
5627,12
5628,15
5629,8
5630,10
5631,9
5632,8
5633,11
5634,11
5635,15
5636,8
5637,10
5638,11
5639,6
5640,12
5641,15
5642,13
5643,0
5644,7
5645,5
5646,8
5647,0
5648,10
5649,17
5650,16
5651,4
5652,14
5653,16
5654,14
5655,11
5656,12
5657,12
5658,16
5659,11
5660,12
5661,1
5662,0
5663,8
5664,16
5665,16
5666,10
5667,5
5668,7
5669,12
5670,1
5671,6
5672,10
5673,14
5674,6
5675,17
5676,9
5677,16
5678,6
5679,11
5680,8
5681,10
5682,3
5683,12
5684,12
5685,12
5686,15
5687,8
5688,13
5689,9
5690,7
5691,4
5692,8
5693,15
5694,9
5695,7
5696,5
5697,8
5698,10
5699,16
5700,6
5701,10
5702,9
5703,10
5704,11
5705,9
5706,7
5707,4
5708,9
5709,2
5710,1
5711,7
5712,4
5713,12
5714,13
5715,10
5716,13
5717,16
5718,16
5719,5
5720,17
5721,9
5722,9
5723,17
5724,7
5725,10
5726,12
5727,11
5728,7
5729,11
5730,8
5731,6
5732,1
5733,3
5734,12
5735,9
5736,3
5737,6
5738,12
5739,12
5740,9
5741,10
5742,5
5743,14
5744,4
5745,10
5746,8
5747,3
5748,11
5749,16
5750,4
5751,9
5752,0
5753,10
5754,7
5755,10
5756,17
5757,7
5758,15
5759,11
5760,14
5761,3
5762,8
5763,5
5764,9
5765,13
5766,9
5767,13
5768,5
5769,2
5770,9
5771,2
5772,7
5773,3
5774,9
5775,7
5776,12
5777,7
5778,3
5779,12
5780,13
5781,6
5782,9
5783,17
5784,13
5785,9
5786,1
5787,13
5788,6
5789,12
5790,8
5791,3
5792,5
5793,14
5794,9
